No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
379,Q (WMAP),13.3,+/-0.10,Jy,4.1E10,13.3,0.1,0.1,,,+/-1.00E-01,Jy,2009ApJS..180..283W,uncertainty,41 GHz,Broad-band measurement,12 30 51 +12 23 00 (J2000),Flux integrated from map,,From new raw data
380,41 GHz (WMAP),3663.0,+/-227,milliJy,4.1E10,3.66,0.227,0.227,,,+/-2.27E-01,Jy,2009MNRAS.392..733M,uncertainty,41 GHz,Broad-band measurement,187.6751 +12.0924 (J2000),Flux integrated from map,,From new raw data
381,41 GHz (WMAP),13.5,+/-0.10,Jy,4.1E10,13.5,0.1,0.1,,,+/-1.00E-01,Jy,2011ApJS..192...15G,uncertainty,41 GHz,Broad-band measurement,12 30 51 +12 23 (J2000),Flux integrated from map,,From new raw data
382,41 GHz (WMAP),13.1,+/-0.2,Jy,4.1E10,13.1,0.2,0.2,,,+/-2.00E-01,Jy,2003ApJS..148...97B,uncertainty,41   GHz,Broad-band measurement,123051.3 +122309 (J2000),Flux integrated from map,,From new raw data
383,37 GHz (MRO),14.03,,Jy,3.7E10,14.0,,,,,,Jy,2011A&A...535A..69N,no uncertainty reported,37 GHz,Broad-band measurement,187.72 +12.39 (J2000),Flux integrated from map,,From new raw data
384,37 GHz (MRO),14.04,,Jy,3.68E10,14.0,,,,,,Jy,2011A&A...536A..15P,no uncertainty reported,36.8 GHz,Broad-band measurement,12 30 49.42 +12 23 28.00 (J2000),Flux integrated from map,,From new raw data
385,Ka (WMAP),15.5,+/-0.09,Jy,3.3E10,15.5,0.09,0.09,,,+/-9.00E-02,Jy,2009ApJS..180..283W,uncertainty,33 GHz,Broad-band measurement,12 30 51 +12 23 00 (J2000),Flux integrated from map,,From new raw data
386,33 GHz (WMAP),15.8,+/-0.2,Jy,3.3E10,15.8,0.2,0.2,,,+/-2.00E-01,Jy,2003ApJS..148...97B,uncertainty,33   GHz,Broad-band measurement,123051.3 +122309 (J2000),Flux integrated from map,,From new raw data
387,33 GHz (VSA),17.67,,Jy,3.3E10,17.7,,,,,,Jy,2009MNRAS.400..984D,no uncertainty reported,33 GHz,Broad-band measurement,12 30 48.8 +12 23 36 (J2000),Flux integrated from map,,From new raw data
388,33 GHz (WMAP),16.1,+/-0.08,Jy,3.3E10,16.1,0.08,0.08,,,+/-8.00E-02,Jy,2011ApJS..192...15G,uncertainty,33 GHz,Broad-band measurement,12 30 51 +12 23 (J2000),Flux integrated from map,,From new raw data
389,9.5 mm (NRAO),16.95,+/-0.35,Jy,3.16E10,16.9,0.35,0.35,,,+/-3.50E-01,Jy,1975ApJ...196..347H,internal error,9.5       mm,Broad-band measurement,,Total flux; Beam filling or dilution corrected,,From new raw data
390,K (WMAP),19.7,+/-0.06,Jy,2.3E10,19.7,0.06,0.06,,,+/-6.00E-02,Jy,2009ApJS..180..283W,uncertainty,23 GHz,Broad-band measurement,12 30 51 +12 23 00 (J2000),Flux integrated from map,,From new raw data
391,23 GHz (WMAP),19.7,+/-0.1,Jy,2.3E10,19.7,0.1,0.1,,,+/-1.00E-01,Jy,2003ApJS..148...97B,uncertainty,23   GHz,Broad-band measurement,123051.3 +122309 (J2000),Flux integrated from map,,From new raw data
392,23 GHz (WMAP),20.8,+/-0.05,Jy,2.3E10,20.8,0.05,0.05,,,+/-5.00E-02,Jy,2011ApJS..192...15G,uncertainty,23 GHz,Broad-band measurement,12 30 51 +12 23 (J2000),Flux integrated from map,,From new raw data
393,22 GHz (VERA),0.54,,Jy,2.2E10,0.54,,,,,,Jy,2007AJ....133.2487P,no uncertainty reported,22   GHz,Broad-band measurement,12 30 49.42 +12 23 28.0 (J2000),Flux integrated from map,"[100,200] megawavelength baseline proj",From new raw data
394,22 GHz (VERA),0.77,,Jy,2.2E10,0.77,,,,,,Jy,2007AJ....133.2487P,no uncertainty reported,22   GHz,Broad-band measurement,12 30 49.42 +12 23 28.0 (J2000),Flux integrated from map,"[70,100] megawavelength baseline proj",From new raw data
395,22000 MHz,20.0,,Jy,2.2E10,20.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,22000   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
396,22 GHz (KVN),20.12,+/-0.81,Jy,2.17E10,20.1,0.81,0.81,,,+/-8.10E-01,Jy,2017ApJS..228...22L,1 sigma,21.7 GHz,Broad-band measurement,12 30 49.32 +12 23 27.96 (J2000),Flux integrated from map,Obs. code = KVNCS1.0.1,From new raw data
397,22 GHz (KVN),19.89,+/-0.72,Jy,2.17E10,19.9,0.72,0.72,,,+/-7.20E-01,Jy,2017ApJS..228...22L,1 sigma,21.7 GHz,Broad-band measurement,12 30 49.32 +12 23 27.96 (J2000),Flux integrated from map,Obs. code = KVNCS1.3.2,From new raw data
398,16.1 GHz (AMI),24.49,,Jy,1.61E10,24.5,,,,,,Jy,2009MNRAS.400..984D,no uncertainty reported,16.1 GHz,Broad-band measurement,12 30 48.8 +12 23 36 (J2000),Flux integrated from map,,From new raw data
399,15 GHz (VLBA),2.74,,Jy,1.54E10,2.74,,,,,,Jy,2005AJ....130.1389L,no uncertainty reported,15.366   GHz,Broad-band measurement,12 30 49.4233 +12 23 28.0439 (J2000),Total flux,,From new raw data
400,15.1 GHz (VLBA),1920.0,,milliJy,1.51E10,1.92,,,,,,Jy,2004ApJ...612..749Z,no uncertainty reported,15.1  GHz,Broad-band measurement,,Flux integrated from map,Core flux,From new raw data
401,15 GHz (OVRO),26.335,+/-0.022,Jy,1.5E10,26.3,0.022,0.022,,,+/-2.20E-02,Jy,2011ApJS..194...29R,1 sigma,15.0 GHz,Broad-band measurement,12 30 49.42 +12 23 28.0 (J2000),Flux integrated from map,,From new raw data
402,15 GHz (VLBA),2.63,,Jy,1.5E10,2.63,,,,,,Jy,2005AJ....130.2473K,no uncertainty reported,15.366   GHz,Broad-band measurement,12 30 49.4234 +12 23 28.0439 (J2000),Total flux,,From new raw data
403,15 GHz (VLA),2175.6,+/-0.17,milliJy,1.5E10,2.18,1.7E-4,1.7E-4,,,+/-1.70E-04,Jy,2001ApJ...559L..87N,rms noise,15   GHz,Broad-band measurement,,Peak flux,"Core flux in 0.5"" resolution map",From new raw data
404,15 GHz (VLBA),2.969,,Jy,1.5E10,2.97,,,,,,Jy,2008ApJ...674..111C,no uncertainty reported,15 GHz,Broad-band measurement,,Total flux,,Averaged from previously published data
405,15 GHz (OVRO),26.175,+/-0.026,Jy,1.5E10,26.2,0.026,0.026,,,+/-2.60E-02,Jy,2014MNRAS.438.3058R,rms uncertainty,15 GHz,Broad-band measurement,,Flux integrated from map,,From new raw data
406,15 GHz (VLA),1976.5,+/-0.17,milliJy,1.5E10,1.98,1.7E-4,1.7E-4,,,+/-1.70E-04,Jy,2001ApJ...559L..87N,rms noise,15   GHz,Broad-band measurement,,Peak flux,"Core flux in 0.15"" resolution map",From new raw data
407,15 GHz (VLBA),2.51,+/-5   %,Jy,1.5E10,2.51,0.126,0.126,,,+/-1.26E-01,Jy,2011ApJ...742...27L,estimated error,15 GHz,Broad-band measurement,,Total flux,,From new raw data
408,15 GHz (VLBA),2.97,,Jy,1.5E10,2.97,,,,,,Jy,2004ApJ...609..539K,no uncertainty reported,15 GHz,Broad-band measurement,,Total flux,,From new raw data
409,15 GHz (VLA),2835.7,,milliJy,1.5E10,2.84,,,,,,Jy,2005A&A...435..521N,no uncertainty reported,15   GHz,Broad-band measurement,,Total flux,"Nuclear flux; 0.15"" resolution",From new raw data
410,15 GHz (VLA),2289.9,+/-0.17,milliJy,1.5E10,2.29,1.7E-4,1.7E-4,,,+/-1.70E-04,Jy,2001ApJ...559L..87N,rms noise,15   GHz,Broad-band measurement,,Total flux,"Core flux in 0.15"" resolution map",From new raw data
411,15 GHz (OVRO),26.3,,Jy,1.5E10,26.3,,,,,,Jy,2011ApJ...742...27L,no uncertainty reported,15 GHz,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
412,2 cm (VLBA),1.99,,Jy,1.5E10,1.99,,,,,,Jy,2010A&A...515A..38C,no uncertainty reported,2    cm,Broad-band measurement,,Total flux,,From new raw data
413,15 GHz (VLA),2295.5,+/-0.17,milliJy,1.5E10,2.3,1.7E-4,1.7E-4,,,+/-1.70E-04,Jy,2001ApJ...559L..87N,rms noise,15   GHz,Broad-band measurement,,Total flux,"Core flux in 0.5"" resolution map",From new raw data
414,15 GHz (VLBA),4.62,,Jy,1.5E10,4.62,,,,,,Jy,2015ApJ...810L...9L,no uncertainty reported,15 GHz,Broad-band measurement,,Not reported in paper,Maximum flux,From new raw data
415,15 GHz (VLBA),2.13,,Jy,1.5E10,2.13,,,,,,Jy,2015ApJ...810L...9L,no uncertainty reported,15 GHz,Broad-band measurement,,Not reported in paper,Median flux,From new raw data
416,15.0 GHz (VLBI),1.39,,Jy,1.5E10,1.39,,,,,,Jy,2009MNRAS.396..984G,no uncertainty reported,15.0 GHz,Broad-band measurement,,Flux integrated from map,Core flux,Averaged from previously published data
417,14900 MHz,28.4,+/-0.420,Jy,1.49E10,28.4,0.42,0.42,,,+/-4.20E-01,Jy,1980MNRAS.190..903L,uncertainty,14900      MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
418,14900 MHz,28.4,+/-.42,Jy,1.49E10,28.4,0.42,0.42,,,+/-4.20E-01,Jy,1976AJ.....81.1084G,uncertainty,14900   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
419,10.7 GHz (NRAO),37.9,+/-1.04,Jy,1.07E10,37.9,1.04,1.04,,,+/-1.04E+00,Jy,1973AJ.....78..828K,uncertainty,10.7   GHz,Broad-band measurement,,Total flux,,From new raw data
420,10700 MHz,35.55,+/-0.976,Jy,1.07E10,35.6,0.976,0.976,,,+/-9.76E-01,Jy,1980MNRAS.190..903L,uncertainty,10700      MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
421,8870 MHz,48.6,+/-1.50,Jy,8.87E9,48.6,1.5,1.5,,,+/-1.50E+00,Jy,1973AuJPh..26...93S,uncertainty,8870   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
422,8.4 GHz (VLA),2368.6,+/-0.06,milliJy,8.4E9,2.37,6.0E-5,6.0E-5,,,+/-6.00E-05,Jy,2001ApJ...559L..87N,rms noise,8.4   GHz,Broad-band measurement,,Peak flux,"Core flux in 0.3"" resolution map",From new raw data
423,8.4 GHz (VLA),2537.9,+/-0.06,milliJy,8.4E9,2.54,6.0E-5,6.0E-5,,,+/-6.00E-05,Jy,2001ApJ...559L..87N,rms noise,8.4   GHz,Broad-band measurement,,Peak flux,"Core flux in 0.5"" resolution map",From new raw data
424,8.4 GHz (VLA),2573.3,+/-0.06,milliJy,8.4E9,2.57,6.0E-5,6.0E-5,,,+/-6.00E-05,Jy,2001ApJ...559L..87N,rms noise,8.4   GHz,Broad-band measurement,,Total flux,"Core flux in 0.3"" resolution map",From new raw data
425,8.4 GHz (VLA),2638.9,+/-0.06,milliJy,8.4E9,2.64,6.0E-5,6.0E-5,,,+/-6.00E-05,Jy,2001ApJ...559L..87N,rms noise,8.4   GHz,Broad-band measurement,,Total flux,"Core flux in 0.5"" resolution map",From new raw data
426,8.4 GHz (VLA),2726.0,,milliJy,8.4E9,2.73,,,,,,Jy,2009AJ....138.1990C,no uncertainty reported,8.4 GHz,Broad-band measurement,,Flux integrated from map,Core flux,From new raw data
427,8400 MHz,44.0,,Jy,8.4E9,44.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,8400   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
428,8.1 GHz (VLBA),2180.0,,milliJy,8.11E9,2.18,,,,,,Jy,2004ApJ...612..749Z,no uncertainty reported,8.11 GHz,Broad-band measurement,,Flux integrated from map,Core flux,From new raw data
429,8000 MHz,49.0,+/-5.0 %,Jy,8.0E9,49.0,2.45,2.45,,,+/-2.45E+00,Jy,1971AJ.....76....1S,mean error,8000   MHz,Broad-band measurement,,Integrated from scans,,From new raw data
430,5009 MHz,69.63,+/-2.09,Jy,5.01E9,69.6,2.09,2.09,,,+/-2.09E+00,Jy,1981A&AS...45..367K,uncertainty,5009   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.03,Recalibrated data
431,5009 MHz,81.74,+/-4.28,Jy,5.01E9,81.7,4.28,4.28,,,+/-4.28E+00,Jy,1981A&AS...45..367K,uncertainty,5009   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.03,Recalibrated data
432,5000 MHz,71.566,+/-0.993,Jy,5.0E9,71.6,0.993,0.993,,,+/-9.93E-01,Jy,1980MNRAS.190..903L,uncertainty,5000       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
433,5 GHz (VLA),2875.1,+/-0.1,milliJy,5.0E9,2.88,1.0E-4,1.0E-4,,,+/-1.00E-04,Jy,2001ApJ...559L..87N,rms noise,5   GHz,Broad-band measurement,,Peak flux,"Core flux in 0.5"" resolution map",From new raw data
434,5 GHz (VLA),3097.1,+/-0.1,milliJy,5.0E9,3.1,1.0E-4,1.0E-4,,,+/-1.00E-04,Jy,2001ApJ...559L..87N,rms noise,5   GHz,Broad-band measurement,,Total flux,"Core flux in 0.5"" resolution map",From new raw data
435,5000 MHz,72.1,+/-5   %,Jy,5.0E9,72.1,3.6,3.6,,,+/-3.60E+00,Jy,1969ApJ...157....1K,rms uncertainty,5000       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
436,5000 MHz,67.6,,Jy,5.0E9,67.6,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,5000   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
437,5000 MHz,71.6,+/-3.58,Jy,5.0E9,71.6,3.58,3.58,,,+/-3.58E+00,Jy,1981A&AS...45..367K,uncertainty,5000   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 0.993,Recalibrated data
438,5000 MHz,76.37,+/-3.84,Jy,5.0E9,76.4,3.84,3.84,,,+/-3.84E+00,Jy,1981A&AS...45..367K,uncertainty,5000   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 0.979,Recalibrated data
439,5 GHz (VLA),2985.0,,milliJy,4.89E9,2.99,,,,,,Jy,1997A&AS..122..235L,no uncertainty reported,4.885 GHz,Broad-band measurement,12 30 49.43 +12 23 27.8 (J2000),Flux integrated from map,Core flux; S/N = 45,From new raw data
440,4.85 GHz,59740.0,+/-15  %,milliJy,4.85E9,59.7,8.96,8.96,,,+/-8.96E+00,Jy,1991ApJS...75....1B,uncertainty,4.85       GHz,Broad-band measurement,122818.6 +124026 (B1950),Peak flux,,From new raw data; Corrected for contaminating sources
441,4.85 GHz,61161.0,+/-8459,milliJy,4.85E9,61.2,8.46,8.46,,,+/-8.46E+00,Jy,1991ApJS...75.1011G,rms noise,4.85       GHz,Broad-band measurement,122819.0 +124029 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
442,4775 MHz (NRAO),5000.0,,milliJy,4.78E9,5.0,,,,,,Jy,1986ApJS...61....1B,no uncertainty reported,4775   MHz,Broad-band measurement,12 30 48.6 +12 23 19 (J2000),Flux integrated from map,S/N = 99.9,From new raw data
443,2700 MHz,120.0,,Jy,2.7E9,120.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,2700   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
444,2700 MHz,120.92,+/-6.05,Jy,2.7E9,121.0,6.05,6.05,,,+/-6.05E+00,Jy,1981A&AS...45..367K,uncertainty,2700   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.022,Recalibrated data
445,2695 MHz,118.3,+/-5   %,Jy,2.7E9,118.0,5.92,5.92,,,+/-5.92E+00,Jy,1969ApJ...157....1K,rms uncertainty,2695       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
446,2695 MHz,119.571,+/-1.213,Jy,2.7E9,120.0,1.21,1.21,,,+/-1.21E+00,Jy,1980MNRAS.190..903L,uncertainty,2695       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
447,2695 MHz,119.57,+/-1.21,Jy,2.7E9,120.0,1.21,1.21,,,+/-1.21E+00,Jy,1981A&AS...45..367K,uncertainty,2695   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.011,Recalibrated data
448,2650 MHz,126.7,+/-4.00,Jy,2.65E9,127.0,4.0,4.0,,,+/-4.00E+00,Jy,1975AuJPA..38....1W,uncertainty,2650   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
449,2380 MHz,134200.0,+/-6700.,milliJy,2.38E9,134.0,6.7,6.7,,,+/-6.70E+00,Jy,1978ApJS...36...53D,rms uncertainty,2380       MHz,Broad-band measurement; peak value reported,,Peak flux,Interpolated from 1969ApJ...157....1K,From new raw data
450,1.466 GHz (VLA),,,Jy,1.47E9,1.38,,,,,,Jy,2010MNRAS.404..180D,no uncertainty reported,1.466 GHz,Broad-band measurement,12 30 49.4 +12 23 28 (J2000),Total flux,,From reprocessed raw data
451,1410 MHz,220.0,,Jy,1.41E9,220.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,1410   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
452,1400 MHz,214.0,+/-5   %,Jy,1.4E9,214.0,10.7,10.7,,,+/-1.07E+01,Jy,1969ApJ...157....1K,rms uncertainty,1400       MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
453,1400 MHz (NRAO),210.0,,Jy,1.4E9,210.0,,,,,,Jy,1964AJ.....69..277H,no uncertainty reported,1400      MHz,Broad-band measurement; peak value reported,122818 +1240 (B1950),Peak flux,,From new raw data
454,1400 MHz,220.206,+/-9.261,Jy,1.4E9,220.0,9.26,9.26,,,+/-9.26E+00,Jy,1980MNRAS.190..903L,uncertainty,1400       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
455,1400 MHz,220.2,+/-11.00,Jy,1.4E9,220.0,11.0,11.0,,,+/-1.10E+01,Jy,1981A&AS...45..367K,uncertainty,1400   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.029,Recalibrated data
456,1.4 GHz (VLA),210000.0,+/-10000.0,milliJy,1.4E9,210.0,10.0,10.0,,,+/-1.00E+01,Jy,2011ApJ...731L..41B,uncertainty,1.4 GHz,Broad-band measurement,12 30 49.424 +12 23 27.96 (J2000),Flux integrated from map,,From reprocessed raw data
457,1.40 GHz,22373.0,,milliJy,1.4E9,22.4,,,,,,Jy,1992ApJS...79..331W,no uncertainty reported,1.4        GHz,Broad-band measurement,122818.6 +124026 (B1950),Flux integrated from map,,From new raw data
458,1400 MHz,214.61,+/-10.46,Jy,1.4E9,215.0,10.5,10.5,,,+/-1.05E+01,Jy,1981A&AS...45..367K,uncertainty,1400   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.029,Recalibrated data
459,1.4 GHz (VLA),226000.0,,milliJy,1.4E9,226.0,,,,,,Jy,2002AJ....124..675C,no uncertainty reported,1.4   GHz,Broad-band measurement,,Flux integrated from map,From 1988AJ.....96...30C,Averaged from previously published data
460,1.4 GHz (CHIPASS),148000.0,,milliJy,1.4E9,148.0,,,,,,Jy,2014MNRAS.440..696A,no uncertainty reported,1.4 GHz,Broad-band measurement,12 30 49.42 +12 23 28.0 (J2000),From fitting to map,Beam-weighted flux density,From reprocessed raw data
461,1400 MHz (VLA),138.5,+/-4.9,Jy,1.4E9,138.0,4.9,4.9,,,+/-4.90E+00,Jy,2004ApJ...607..800B,uncertainty,1400   MHz,Broad-band measurement,,Flux integrated from map,,Averaged from previously published data
462,1.4 GHz (NVSS),147447.0,+/-4861,milliJy,1.4E9,147.0,4.86,4.86,,,+/-4.86E+00,Jy,2014MNRAS.440..696A,uncertainty,1.4 GHz,Broad-band measurement,12 30 49.42 +12 23 28.0 (J2000),Total flux,,Averaged from previously published data
463,750 MHz (NRAO),356.0,,Jy,7.5E8,356.0,,,,,,Jy,1964AJ.....69..277H,no uncertainty reported,750      MHz,Broad-band measurement; peak value reported,122818 +1240 (B1950),Peak flux,,From new raw data
464,750 MHz,337.0,+/-17.000,Jy,7.5E8,337.0,17.0,17.0,,,+/-1.70E+01,Jy,1980MNRAS.190..903L,uncertainty,750        MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
465,750 MHz,368.2,+/-18.40,Jy,7.5E8,368.0,18.4,18.4,,,+/-1.84E+01,Jy,1981A&AS...45..367K,uncertainty,750   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.046,Recalibrated data
466,750 MHz,352.0,+/-5   %,Jy,7.5E8,352.0,17.6,17.6,,,+/-1.76E+01,Jy,1969ApJ...157....1K,rms uncertainty,750        MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
467,635 MHz,460.28,+/-18.70,Jy,6.35E8,460.0,18.7,18.7,,,+/-1.87E+01,Jy,1981A&AS...45..367K,uncertainty,635   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.035,Recalibrated data
468,408 MHz,519.0,,Jy,4.08E8,519.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,408   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
469,408 MHz,519.0,+/-0.00,Jy,4.08E8,519.0,0.0,0.0,,,+/-0.00E+00,Jy,1981MNRAS.194..693L,rms noise,408        MHz,Broad-band measurement,122818.3 123949 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
470,408 MHz,510.4,+/-77.56,Jy,4.08E8,510.0,77.6,77.6,,,+/-7.76E+01,Jy,1969AuJPA...7....3E,uncertainty,408   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
471,178 MHz,1144.5,+/-57.225,Jy,1.78E8,1140.0,57.2,57.2,,,+/-5.72E+01,Jy,1980MNRAS.190..903L,uncertainty,178        MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
472,178 MHz,1154.3,+/-57.70,Jy,1.78E8,1150.0,57.7,57.7,,,+/-5.77E+01,Jy,1981A&AS...45..367K,uncertainty,178   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.19,Recalibrated data
473,178 MHz,1050.0,+/-8.0 %,Jy,1.78E8,1050.0,84.0,84.0,,,+/-8.40E+01,Jy,1967MmRAS..71...49G,uncertainty,178        MHz,Broad-band measurement,122818.0 +124006 (B1950),Integrated from scans,Confused by a weaker source.,From new raw data; Uncorrected for known sources in beam
474,178 MHz,1050.0,,Jy,1.78E8,1050.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,178   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
475,178 MHz,1050.0,+/-10  %,Jy,1.78E8,1050.0,105.0,105.0,,,+/-1.05E+02,Jy,1969ApJ...157....1K,rms uncertainty,178        MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
476,160 MHz,566.0,,Jy,1.6E8,566.0,,,,,,Jy,1995AuJPh..48..143S,no uncertainty reported,160        MHz,Broad-band measurement,122817.6 +123947. (B1950),Flux integrated from map,,From new raw data
477,151 MHz (VLBI),1180.32,,Jy,1.51E8,1180.0,,,,,,Jy,2010A&A...520A..62A,no uncertainty reported,151 MHz,Broad-band measurement,,Modelled datum,,Transformed from previously published data
478,80 MHz,1414.0,,Jy,8.0E7,1410.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,80   MHz,Broad-band measurement,12 28 17.6 +12 40 02 (B1950),Integrated from scans,,Homogenized from new and previously published data
479,80 MHz,1651.0,,Jy,8.0E7,1650.0,,,,,,Jy,1995AuJPh..48..143S,no uncertainty reported,80        MHz,Broad-band measurement,122817.6 +123947. (B1950),Flux integrated from map,,From new raw data
480,80 MHz,1519.0,+/-228.00,Jy,8.0E7,1520.0,228.0,228.0,,,+/-2.28E+02,Jy,1981A&AS...45..367K,uncertainty,80   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.074,Recalibrated data
481,74 MHz (VLA),729.08,+/-74.42,Jy,7.38E7,729.0,74.4,74.4,,,+/-7.44E+01,Jy,2007AJ....134.1245C,rms uncertainty,73.8 MHz,Broad-band measurement,12 30 48.63 +12 23 15.7 (J2000),Flux integrated from map,Corrected for clean bias,From new raw data
482,74 MHz (VLA),2084.6,+/-1.29,Jy,7.38E7,2080.0,1.29,1.29,,,+/-1.29E+00,Jy,2007ApJS..172..686K,uncertainty,73.8 MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
483,38 MHz,3570.0,+/-15  %,Jy,3.8E7,3570.0,535.0,535.0,,,+/-5.35E+02,Jy,1969ApJ...157....1K,rms uncertainty,38         MHz,Broad-band measurement,,Flux integrated from map,,From new raw data
484,38 MHz,4212.598,+/-210.630,Jy,3.8E7,4210.0,211.0,211.0,,,+/-2.11E+02,Jy,1980MNRAS.190..903L,uncertainty,38         MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
485,38 MHz,3887.44,+/-175.10,Jy,3.8E7,3890.0,175.0,175.0,,,+/-1.75E+02,Jy,1981A&AS...45..367K,uncertainty,38   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.09,Recalibrated data
486,26.3 MHz,4341.0,+/-232.000,Jy,2.63E7,4340.0,232.0,232.0,,,+/-2.32E+02,Jy,1980MNRAS.190..903L,uncertainty,26.3       MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
487,26.3 MHz,4341.0,+/-232.,Jy,2.63E7,4340.0,232.0,232.0,,,+/-2.32E+02,Jy,1975AJ.....80..931V,uncertainty,26.3       MHz,Broad-band measurement,122824. +123300. (B1950),Integrated from scans; Beam filling or dilution corrected,,From new raw data
488,26.3 MHz,4404.0,+/-232.00,Jy,2.63E7,4400.0,232.0,232.0,,,+/-2.32E+02,Jy,1981A&AS...45..367K,uncertainty,26.3   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.015,Recalibrated data
489,25 MHz,5840.0,+/-700.00,Jy,2.5E7,5840.0,700.0,700.0,,,+/-7.00E+02,Jy,1981A&AS...45..367K,uncertainty,25   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.23,Recalibrated data
490,25 MHz (UTR-1),5.3E-23,+/-14  %,W m^-2^ Hz^-1^,2.5E7,5300.0,742.0,742.0,,,+/-7.42E+02,Jy,1969MNRAS.143..289B,uncertainty,25   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
