No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
491,25.0 MHz,5300.0,+/-14  %,Jy,2.5E7,5300.0,742.0,742.0,,,+/-7.42E+02,Jy,1969MNRAS.143..289B,estimated error,25.0       MHz,Broad-band measurement,,Total flux,,From new raw data
492,22 MHz (DRAO),5612.0,+/-345,Jy,2.23E7,5610.0,345.0,345.0,,,+/-3.45E+02,Jy,1986A&AS...65..485R,uncertainty,22.25 MHz,Broad-band measurement,12 28 18.0 +12 40 06 (B1950),Flux integrated from map,,From new raw data
493,22.25 MHz,5611.996,+/-499.999,Jy,2.22E7,5610.0,500.0,500.0,,,+/-5.00E+02,Jy,1980MNRAS.190..903L,uncertainty,22.25      MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
494,20 MHz,6435.0,+/-835.00,Jy,2.0E7,6440.0,835.0,835.0,,,+/-8.35E+02,Jy,1981A&AS...45..367K,uncertainty,20   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.23,Recalibrated data
495,20.0 MHz,6050.0,+/-14  %,Jy,2.0E7,6050.0,847.0,847.0,,,+/-8.47E+02,Jy,1969MNRAS.143..289B,estimated error,20.0       MHz,Broad-band measurement,,Total flux,,From new raw data
496,20 MHz (UTR-1),6.05E-23,+/-14  %,W m^-2^ Hz^-1^,2.0E7,6050.0,847.0,847.0,,,+/-8.47E+02,Jy,1969MNRAS.143..289B,uncertainty,20   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
497,16.7 MHz (UTR-1),7.7E-23,+/-14  %,W m^-2^ Hz^-1^,1.67E7,7700.0,1080.0,1080.0,,,+/-1.08E+03,Jy,1969MNRAS.143..289B,uncertainty,16.7   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
498,16.7 MHz,7700.0,+/-14  %,Jy,1.67E7,7700.0,1080.0,1080.0,,,+/-1.08E+03,Jy,1969MNRAS.143..289B,estimated error,16.7       MHz,Broad-band measurement,,Total flux,,From new raw data
499,14.7 MHz (UTR-1),8.75E-23,+/-14  %,W m^-2^ Hz^-1^,1.47E7,8750.0,1220.0,1220.0,,,+/-1.22E+03,Jy,1969MNRAS.143..289B,uncertainty,14.7   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
500,14.7 MHz,8750.0,+/-14  %,Jy,1.47E7,8750.0,1230.0,1230.0,,,+/-1.23E+03,Jy,1969MNRAS.143..289B,estimated error,14.7       MHz,Broad-band measurement,,Total flux,,From new raw data
501,12.6 MHz (UTR-1),9.1E-23,+/-14  %,W m^-2^ Hz^-1^,1.26E7,9100.0,1270.0,1270.0,,,+/-1.27E+03,Jy,1969MNRAS.143..289B,uncertainty,12.6   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
502,12.6 MHz,9100.0,+/-14  %,Jy,1.26E7,9100.0,1270.0,1270.0,,,+/-1.27E+03,Jy,1969MNRAS.143..289B,estimated error,12.6       MHz,Broad-band measurement,,Total flux,,From new raw data
503,10.0 MHz,9000.0,+/-18  %,Jy,1.0E7,9000.0,1620.0,1620.0,,,+/-1.62E+03,Jy,1969MNRAS.143..289B,estimated error,10.0       MHz,Broad-band measurement,,Total flux,,From new raw data
504,10 MHz (UTR-1),9.0E-23,+/-18  %,W m^-2^ Hz^-1^,1.0E7,9000.0,1620.0,1620.0,,,+/-1.62E+03,Jy,1969MNRAS.143..289B,uncertainty,10   MHz,Broad-band measurement,12 28 18.0 +12 40.1 (B1950),Total flux,,From new raw data
505,10 MHz,11090.0,+/-1995.00,Jy,1.0E7,11100.0,2000.0,2000.0,,,+/-2.00E+03,Jy,1981A&AS...45..367K,uncertainty,10   MHz,Broad-band measurement,122817.57 +124001.7 (B1950),Not reported in paper,Recal. to Baars scale by factor of 1.23,Recalibrated data
506,10 MHz,9959.996,+/-2400.000,Jy,1.0E7,9960.0,2400.0,2400.0,,,+/-2.40E+03,Jy,1980MNRAS.190..903L,uncertainty,10         MHz,Broad-band measurement,,Total flux,,Homogenized from previously published data
