# %ECSV 1.0
# ---
# datatype:
# - {name: energy, unit: TeV, datatype: float64, format: 5g, description: Reconstructed Energy}
# - {name: e_ref, unit: TeV, datatype: float64, format: 5g, description: Energy center}
# - {name: e_min, unit: TeV, datatype: float64, format: 5g, description: Energy edge low}
# - {name: e_max, unit: TeV, datatype: float64, format: 5g, description: Energy edge high}
# - {name: e2dnde, unit: erg / (s cm2), datatype: float64, format: 5g, description: Energy squared times differential flux}
# - {name: excess, datatype: float64, format: 5g, description: Number of excess counts in the bin}
# - {name: background, datatype: float64, format: 5g, description: Number of background counts in the bin}
# - {name: criterion, datatype: string, description: Sensitivity-limiting criterion}
# - {name: on_radii, unit: deg, datatype: float64, format: .3e}
# meta: !!omap
# - {source: Cen A}
# - {offset: 0.5 deg}
# - {on_region_radius: 0.11deg}
# - {livetime: 1000.0 h}
# - {site: North-MSTSubArray}
# - {'azimuth-averaged ': AverageAz}
# - {zenith-angle: 60.0 deg}
# - {obs_time: 50.0 h}
# - {irfs_label: North-MSTSubArray (60deg-50h)}
# - irfs_config: [North-MSTSubArray, AverageAz, 60deg, 50h]
# - {int_sens: 2.4446772145180065e-12 1 / (s cm2)}
# schema: astropy-2.0
energy e_ref e_min e_max e2dnde excess background criterion on_radii
0.10975028199737244 0.10975028199737244 0.10000000000000002 0.12045124398502766 inf 10.0 0.0 gamma 0.00024999999999999995
0.1321955799429109 0.1321955799429109 0.12045124398502766 0.14508502177540658 inf 10.0 3.0493505092122075e-12 gamma 0.00024999999999999995
0.15923122053445785 0.15923122053445785 0.14508502177540658 0.17475671356442543 3.183423835221053e-10 91.28188346882905 286.89062233214827 significance 0.6597500000000001
0.19179598594629724 0.19179598594629724 0.17475671356442543 0.21049663543570193 7.10252280474313e-11 1056.4566758293927 10564.566758293926 bkg 0.6597500000000001
0.2310206509856638 0.2310206509856638 0.21049663543570193 0.2535458159289315 1.736908219539591e-11 1810.2883823526527 18102.883823526525 bkg 0.41275
0.27826724797454105 0.27826724797454105 0.2535458159289315 0.3053990893583862 1.7802073728746837e-12 659.7691592770218 6597.6915927702175 bkg 0.16725
0.33517636178823623 0.33517636178823623 0.3053990893583862 0.3678570022511224 9.995984775292839e-13 859.2105490674675 8592.105490674674 bkg 0.16375000000000003
0.4037240973176873 0.4037240973176873 0.3678570022511224 0.443088335297508 8.552483277825162e-13 981.8142479524246 9818.142479524246 bkg 0.15975
0.48629069748647796 0.48629069748647796 0.443088335297508 0.5337054118183987 5.441597148980035e-13 878.6234419777417 8786.234419777416 bkg 0.15275
0.5857431945059303 0.5857431945059303 0.5337054118183987 0.6428548077506759 3.9792651157898e-13 709.2063909158014 7092.063909158013 bkg 0.14575000000000002
0.705534964340033 0.705534964340033 0.6428548077506759 0.774326612953247 3.0341837418818544e-13 515.5705513057761 5155.705513057761 bkg 0.13875000000000004
0.8498256412968906 0.8498256412968906 0.774326612953247 0.9326860378093157 2.1361881538175415e-13 338.6309774100198 3386.309774100198 bkg 0.13175000000000003
1.0236255566458432 1.0236255566458432 0.9326860378093157 1.1234319350159858 1.6639628981060126e-13 249.52572308006003 2286.1647250810024 significance 0.12525
1.2329697167285818 1.2329697167285818 1.1234319350159858 1.3531877410518223 1.5378428182775133e-13 215.6844485128761 1698.2344917583073 significance 0.12225
1.4851273617582483 1.4851273617582483 1.3531877410518223 1.6299314675498144 1.393617999241988e-13 185.86242026788048 1252.4568960135578 significance 0.11875
1.7888543819998315 1.7888543819998315 1.6299314675498144 1.9632727287671683 1.2641804637777546e-13 154.9569206053065 861.9800119990713 significance 0.11675
2.1546973561994753 2.1546973561994753 1.9632727287671683 2.3647864246188517 1.2556794124748707e-13 123.93681648498524 543.2314293194534 significance 0.11474999999999999
2.59535976965477 2.59535976965477 2.3647864246188517 2.8484146660424647 1.0943993788936812e-13 101.81203668079502 360.6777129203801 significance 0.11274999999999999
3.126143128436118 3.126143128436118 2.8484146660424647 3.430950899100119 1.2321635576503169e-13 86.84082415417699 258.30368338729795 significance 0.11025000000000001
3.7654782869537646 3.7654782869537646 3.430950899100119 4.132623038481584 1.0610214281753286e-13 75.68975076151712 193.14702232340505 significance 0.10775000000000001
4.535565438621917 4.535565438621917 4.132623038481584 4.977795859062913 9.914658947637447e-14 69.49004660395057 161.01857131752223 significance 0.10675000000000001
5.4631449925750735 5.4631449925750735 4.977795859062913 5.995817035276474 1.1875792532226604e-13 66.45494158133589 146.35731908814145 significance 0.10675000000000001
6.580426104262422 6.580426104262422 5.995817035276474 7.222036206056712 9.87991709499688e-14 60.17515460780488 118.25001476961343 significance 0.10575000000000001
7.9262051020995745 7.9262051020995745 7.222036206056712 8.6990324512444 1.0763803793770159e-13 50.186746222541714 79.73062864502667 significance 0.10275000000000001
9.547212646283667 9.547212646283667 8.6990324512444 10.478092802185127 1.1090584367741802e-13 41.71393716684036 53.01017353870973 significance 0.09925
11.499736398344554 11.499736398344554 10.478092802185127 12.62099312613762 1.2630898868369343e-13 37.67110762268451 42.18567012750096 significance 0.09675
13.851575546805027 13.851575546805027 12.62099312613762 15.202143223697599 1.2313624858411928e-13 35.80306457385293 37.60401482113402 significance 0.09375
16.684395057652548 16.684395057652548 15.202143223697599 18.311170625329332 1.5962263894188162e-13 33.62460073246865 32.596153156974935 significance 0.09075
20.096561398318965 20.096561398318965 18.311170625329332 22.056032806430153 1.3986210179992484e-13 31.103396043329553 27.250712342013074 significance 0.08775000000000001
