No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
101,r,9.43,+/-0.02,mag,4.45E14,0.47,0.00874,0.00874,,,+/-8.74E-03,Jy,1978ApJ...223..707S,uncertainty,6738   A,Broad-band measurement,,Flux in fixed aperture,"59.5"" aperture",From new raw data; derived from a flux in a different bandand a color
102,R (Johnson),8.56,+/-0.03,mag,4.28E14,1.05,0.0293,0.0293,,,+/-2.93E-02,Jy,1979ApJS...39...61P,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"119.1"" aperture",From new raw data; derived from a flux in a different bandand a color
103,R (Johnson),11.87,+/-0.02,mag,4.28E14,0.0497,9.23E-4,9.23E-4,,,+/-9.23E-04,Jy,1980ApJ...237..303S,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"4.07"" aperture",From new raw data; derived from a flux in a different bandand a color
104,R (Johnson),9.51,+/-0.03,mag,4.28E14,0.437,0.0122,0.0122,,,+/-1.22E-02,Jy,1975ApJ...202..563S,uncertainty,7000   A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"35.6"" aperture",From new raw data; derived from a flux in a different bandand a color
105,R (Johnson),9.16,+/-0.03,mag,4.28E14,0.603,0.0169,0.0169,,,+/-1.69E-02,Jy,1975ApJ...202..563S,uncertainty,7000   A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"54.3"" aperture",From new raw data; derived from a flux in a different bandand a color
106,R (Johnson),8.82,+/-0.03,mag,4.28E14,0.824,0.0231,0.0231,,,+/-2.31E-02,Jy,1975ApJ...202..563S,uncertainty,7000   A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"81.2"" aperture",From new raw data; derived from a flux in a different bandand a color
107,R (Johnson),9.09,+/-0.03,mag,4.28E14,0.643,0.018,0.018,,,+/-1.80E-02,Jy,1979ApJS...39...61P,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"60.9"" aperture",From new raw data; derived from a flux in a different bandand a color
108,R (Johnson),8.62,+/-0.03,mag,4.28E14,0.991,0.0278,0.0278,,,+/-2.78E-02,Jy,1975ApJ...202..563S,uncertainty,7000   A,Broad-band measurement; photometric system transformed,,Flux in fixed aperture,"107.8"" aperture",From new raw data; derived from a flux in a different bandand a color
109,R (Johnson),9.88,+/-0.03,mag,4.28E14,0.31,0.0087,0.0087,,,+/-8.70E-03,Jy,1979ApJS...39...61P,uncertainty,7000   A,Broad-band measurement,,Flux in fixed aperture,"25.9"" aperture",From new raw data; derived from a flux in a different bandand a color
110,I' (Johnson),8.16,,mag,3.75E14,1.22,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,8000   A,Broad-band measurement,,Flux in fixed aperture,"140.7"" aperture",From new raw data
111,I' (Johnson),7.8,,mag,3.75E14,1.7,,,,,,Jy,1988VIrPh.C...0000d,no uncertainty reported,8000   A,Broad-band measurement,,Flux in fixed aperture,"261.9"" aperture",From new raw data
112,I,1.73,,Jy,3.7E14,1.73,,,,,,Jy,2007ApJ...655..863D,no uncertainty reported,0.81   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From new raw data; Extinction-corrected for Milky Way
113,J (RGO),8.08,+/-0.08,mag,2.5E14,0.961,0.0735,0.0735,,,+/-7.35E-02,Jy,1973MNRAS.164..155G,uncertainty,1.2 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
114,J (RGO),9.18,+/-0.10,mag,2.5E14,0.349,0.0337,0.0337,,,+/-3.37E-02,Jy,1973MNRAS.164..155G,uncertainty,1.2 microns,Broad-band measurement,,Flux in fixed aperture,"12"" aperture",From new raw data
115,J (RGO),8.27,+/-0.08,mag,2.5E14,0.807,0.0617,0.0617,,,+/-6.17E-02,Jy,1973MNRAS.164..155G,uncertainty,1.2 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
116,J (RGO),8.54,+/-0.07,mag,2.5E14,0.629,0.0419,0.0419,,,+/-4.19E-02,Jy,1973MNRAS.164..155G,uncertainty,1.2 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
117,J (2MASS/CTIO),10.329,+/-0.104,mag,2.43E14,0.118,0.0113,0.0113,,,+/-1.13E-02,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
118,J (2MASS/CTIO),9.58,+/-0.005,mag,2.43E14,0.235,0.00108,0.00108,,,+/-1.08E-03,Jy,2006AJ....131.1163S,uncertainty,1.235      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
119,F_J (total),3.79,+/-3.20,log milliJy,2.41E14,6.17,1.6,1.6,,,+/-1.60E+00,Jy,1995ApJ...453..616S,1 sigma,1.244      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
120,J_14arcsec (2MASS),8.863,+/-0.015,mag,2.4E14,0.454,0.00631,0.00631,,,+/-6.31E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.25      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
121,J_20 (2MASS LGA),6.565,+/-0.015,mag,2.4E14,3.77,0.0524,0.0524,,,+/-5.24E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,332.0 x  239.0 arcsec integration area.,From new raw data; Corrected for contaminating sources
122,J_tot (2MASS LGA),6.445,+/-0.017,mag,2.4E14,4.21,0.0664,0.0664,,,+/-6.64E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Total flux,,From new raw data
123,J_Kron (2MASS LGA),6.572,+/-0.015,mag,2.4E14,3.74,0.0521,0.0521,,,+/-5.21E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.25      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,324.8 x  233.9 arcsec integration area.,From new raw data; Corrected for contaminating sources
124,J (CIT),8.23,+/-0.03,mag,2.4E14,0.776,0.0217,0.0217,,,+/-2.17E-02,Jy,1979ApJS...39...61P,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"28.7"" aperture",From new raw data; derived from a flux in a different bandand a color
125,J (CIT),7.66,+/-0.03,mag,2.4E14,1.31,0.0368,0.0368,,,+/-3.68E-02,Jy,1979ApJS...39...61P,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"55.9"" aperture",From new raw data; derived from a flux in a different bandand a color
126,J (AAO),8.26,+/-0.03,mag,2.4E14,0.796,0.0223,0.0223,,,+/-2.23E-02,Jy,1982MNRAS.200..509J,uncertainty,1.25    microns,Broad-band measurement,,Flux in fixed aperture,"30"" aperture",From new raw data; derived from a flux in a different bandand a color
127,F_H (total),3.91,+/-3.32,log milliJy,1.84E14,8.13,2.1,2.1,,,+/-2.10E+00,Jy,1995ApJ...453..616S,1 sigma,1.634      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
128,H (RGO),7.32,+/-0.07,mag,1.83E14,1.22,0.081,0.081,,,+/-8.10E-02,Jy,1973MNRAS.164..155G,uncertainty,1.64 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
129,H (RGO),8.64,+/-0.09,mag,1.83E14,0.36,0.0312,0.0312,,,+/-3.12E-02,Jy,1973MNRAS.164..155G,uncertainty,1.64 microns,Broad-band measurement,,Flux in fixed aperture,"12"" aperture",From new raw data
130,H (RGO),7.51,+/-0.07,mag,1.83E14,1.02,0.068,0.068,,,+/-6.80E-02,Jy,1973MNRAS.164..155G,uncertainty,1.64 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
131,H (RGO),7.68,+/-0.04,mag,1.83E14,0.873,0.0328,0.0328,,,+/-3.28E-02,Jy,1973MNRAS.164..155G,uncertainty,1.64 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
132,H_Kron (2MASS LGA),5.965,+/-0.015,mag,1.82E14,4.21,0.0586,0.0586,,,+/-5.86E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,324.8 x  233.9 arcsec integration area.,From new raw data; Corrected for contaminating sources
133,H_14arcsec (2MASS),8.181,+/-0.015,mag,1.82E14,0.547,0.00761,0.00761,,,+/-7.61E-03,Jy,20032MASX.C.......:,1 sigma uncert.,1.65      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
134,H_tot (2MASS LGA),5.872,+/-0.018,mag,1.82E14,4.59,0.0767,0.0767,,,+/-7.67E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Total flux,,From new raw data
135,H_20 (2MASS LGA),5.959,+/-0.015,mag,1.82E14,4.23,0.0589,0.0589,,,+/-5.89E-02,Jy,2003AJ....125..525J,1 sigma uncert.,1.65      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,332.0 x  239.0 arcsec integration area.,From new raw data; Corrected for contaminating sources
136,H (CIT),6.94,+/-0.03,mag,1.82E14,1.64,0.046,0.046,,,+/-4.60E-02,Jy,1979ApJS...39...61P,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"55.9"" aperture",From new raw data; derived from a flux in a different bandand a color
137,H (CIT),7.56,+/-0.03,mag,1.82E14,0.927,0.026,0.026,,,+/-2.60E-02,Jy,1979ApJS...39...61P,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"28.7"" aperture",From new raw data; derived from a flux in a different bandand a color
138,H (MSO),7.58,+/-0.05,mag,1.82E14,0.999,0.0471,0.0471,,,+/-4.71E-02,Jy,1982MNRAS.200..509J,uncertainty,1.65    microns,Broad-band measurement,,Flux in fixed aperture,"30"" aperture",From new raw data; derived from a flux in a different bandand a color
139,H (2MASS/CTIO),9.702,+/-0.12,mag,1.8E14,0.135,0.0149,0.0149,,,+/-1.49E-02,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
140,H (2MASS/CTIO),8.852,+/-0.003,mag,1.8E14,0.295,8.15E-4,8.15E-4,,,+/-8.15E-04,Jy,2006AJ....131.1163S,uncertainty,1.662      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
141,K_s (2MASS/CTIO),9.279,+/-0.089,mag,1.39E14,0.13,0.0106,0.0106,,,+/-1.06E-02,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,Profile-fit; Poor quality,From new raw data
142,K_s (2MASS/CTIO),8.562,+/-0.004,mag,1.39E14,0.251,9.24E-4,9.24E-4,,,+/-9.24E-04,Jy,2006AJ....131.1163S,uncertainty,2.159      microns,Broad-band measurement,,Flux in fixed aperture,"4"" aperture",From new raw data
143,K_s_14arcsec (2MASS),7.89,+/-0.015,mag,1.38E14,0.466,0.00648,0.00648,,,+/-6.48E-03,Jy,20032MASX.C.......:,1 sigma uncert.,2.17      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux in fixed aperture,14.0 x 14.0 arcsec aperture,From new raw data
144,K_20 (2MASS LGA),5.688,+/-0.016,mag,1.38E14,3.54,0.0525,0.0525,,,+/-5.25E-02,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,332.0 x  239.0 arcsec integration area.,From new raw data; Corrected for contaminating sources
145,K_Kron (2MASS LGA),5.694,+/-0.016,mag,1.38E14,3.52,0.0522,0.0522,,,+/-5.22E-02,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Flux integrated from map,324.8 x  233.9 arcsec integration area.,From new raw data; Corrected for contaminating sources
146,K_tot (2MASS LGA),5.587,+/-0.019,mag,1.38E14,3.88,0.0686,0.0686,,,+/-6.86E-02,Jy,2003AJ....125..525J,1 sigma uncert.,2.17      microns,Broad-band measurement,032241.79 -371229.5 (J2000),Total flux,,From new raw data
147,F_K (total),3.79,+/-3.20,log milliJy,1.37E14,6.17,1.6,1.6,,,+/-1.60E+00,Jy,1995ApJ...453..616S,1 sigma,2.194      microns,Broad-band measurement,,Corrected to total flux from single aperture measurement,,Homogenized from new and previously published data
148,K (RGO),8.29,+/-0.07,mag,1.37E14,0.314,0.0209,0.0209,,,+/-2.09E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"12"" aperture",From new raw data
149,K (RGO),8.07,+/-0.11,mag,1.37E14,0.385,0.041,0.041,,,+/-4.10E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"12.6"" aperture;Low quality data",From new raw data
150,K (RGO),7.0,+/-0.06,mag,1.37E14,1.03,0.0585,0.0585,,,+/-5.85E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
151,K (RGO),6.81,+/-0.05,mag,1.37E14,1.23,0.0578,0.0578,,,+/-5.78E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
152,K (RGO),7.77,+/-0.06,mag,1.37E14,0.507,0.0288,0.0288,,,+/-2.88E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"18"" aperture",From new raw data
153,K (RGO),7.34,+/-0.05,mag,1.37E14,0.753,0.0355,0.0355,,,+/-3.55E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
154,K (RGO),7.5,+/-0.10,mag,1.37E14,0.65,0.0627,0.0627,,,+/-6.27E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
155,K (RGO),6.98,+/-0.07,mag,1.37E14,1.05,0.0699,0.0699,,,+/-6.99E-02,Jy,1973MNRAS.164..155G,uncertainty,2.19 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
156,K (CIT),6.7,+/-0.02,mag,1.36E14,1.3,0.0241,0.0241,,,+/-2.41E-02,Jy,1979ApJS...39...61P,uncertainty,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"55.9"" aperture",From new raw data
157,K (CIT),7.32,+/-0.02,mag,1.36E14,0.732,0.0136,0.0136,,,+/-1.36E-02,Jy,1979ApJS...39...61P,uncertainty,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"28.7"" aperture",From new raw data
158,K (MSO),7.29,+/-0.02,mag,1.36E14,0.809,0.0151,0.0151,,,+/-1.51E-02,Jy,1982MNRAS.200..509J,uncertainty,2.20    microns,Broad-band measurement,,Flux in fixed aperture,"30"" aperture",From new raw data
160,W1 (WISE),6.482,+/-0.002,mag,8.95E13,0.791,0.00146,0.00146,,,+/-1.46E-03,Jy,2014ApJ...797...55N,uncertainty,3.35 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
161,W1 (WISE),5.51,,mag,8.95E13,1.94,,,,,,Jy,2016ApJ...818..182V,no uncertainty reported,3.35 microns,Broad-band measurement,03 22 41.710 -37 12 28.70 (J2000),Total flux,,From reprocessed raw data
162,W1 (WISE),5.079,+/-0.011,mag,8.95E13,2.88,0.0292,0.0292,,,+/-2.92E-02,Jy,2017ApJ...850...68C,uncertainty,3.35 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
163,L (RGO),6.94,+/-0.61,mag,8.57E13,0.469,0.354,0.354,,,+/-3.54E-01,Jy,1973MNRAS.164..155G,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"37.8"" aperture",From new raw data
164,L (RGO),8.18,+/-0.39,mag,8.57E13,0.15,0.0647,0.0647,,,+/-6.47E-02,Jy,1973MNRAS.164..155G,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"12"" aperture",From new raw data
165,L (RGO),6.87,+/-0.24,mag,8.57E13,0.5,0.124,0.124,,,+/-1.24E-01,Jy,1973MNRAS.164..155G,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
166,L (RGO),6.79,+/-0.22,mag,8.57E13,0.539,0.121,0.121,,,+/-1.21E-01,Jy,1973MNRAS.164..155G,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"25.2"" aperture",From new raw data
167,3.6 microns (IRAC),50382.0,+/-3.5800E-01,microJy,8.44E13,0.0504,3.58E-7,3.58E-7,,,+/-3.58E-07,Jy,2013SSTSLC4.2....0C,uncertainty,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
168,3.6 microns (IRAC),113160.0,+/-6.2680E-01,microJy,8.44E13,0.113,6.27E-7,6.27E-7,,,+/-6.27E-07,Jy,2013SSTSLC4.2....0C,uncertainty,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
169,3.6 microns (IRAC),0.428,+/-0.003,log(Jy),8.44E13,2.68,0.0185,0.0185,,,+/-1.85E-02,Jy,2009ApJ...703.1569M,statistical error,3.550 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
170,3.6 microns (IRAC),1250.0,+/-10  %,milliJy,8.44E13,1.25,0.125,0.125,,,+/-1.25E-01,Jy,2010ApJ...715..506M,1 sigma,3.550 microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
171,3.6 microns (IRAC),4.67,+/-0.22,milliJy,8.44E13,0.00467,2.2E-4,2.2E-4,,,+/-2.20E-04,Jy,2010ApJ...721.1702L,uncertainty,3.550 microns,Broad-band measurement,03 22 41.71 -37 12 28.7 (J2000),Flux in fixed aperture,Nuclear flux,From new raw data
172,3.6 microns (IRAC),2.72,+/-0.27,Jy,8.44E13,2.72,0.27,0.27,,,+/-2.70E-01,Jy,2005ApJ...633..857D,uncertainty,3.550   microns,Broad-band measurement,,Flux in fixed aperture,Flux not corrected for aperture effects,From new raw data
173,3.6 microns (IRAC),2.48,+/-0.34,Jy,8.44E13,2.48,0.34,0.34,,,+/-3.40E-01,Jy,2007ApJ...655..863D,uncertainty,3.550   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
174,3.6 microns (IRAC),902.9,+/-10  %,milliJy,8.44E13,0.903,0.0903,0.0903,,,+/-9.03E-02,Jy,2005ApJ...635L..25T,uncertainty,3.550   microns,Broad-band measurement,,Flux in fixed aperture,"40.35"" aperture",From new raw data
175,4.5 microns (IRAC),36263.0,+/-5.9450E-01,microJy,6.67E13,0.0363,5.94E-7,5.94E-7,,,+/-5.94E-07,Jy,2013SSTSLC4.2....0C,uncertainty,4.493      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
176,4.5 microns (IRAC),72425.0,+/-1.0416E+00,microJy,6.67E13,0.0724,1.04E-6,1.04E-6,,,+/-1.04E-06,Jy,2013SSTSLC4.2....0C,uncertainty,4.493      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
177,4.5 microns (IRAC),0.228,+/-0.004,log(Jy),6.67E13,1.69,0.0156,0.0156,,,+/-1.56E-02,Jy,2009ApJ...703.1569M,statistical error,4.493 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
178,4.5 microns (IRAC),770.0,+/-10  %,milliJy,6.67E13,0.77,0.077,0.077,,,+/-7.70E-02,Jy,2010ApJ...715..506M,1 sigma,4.493 microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
179,4.5 microns (IRAC),5.63,+/-0.26,milliJy,6.67E13,0.00563,2.6E-4,2.6E-4,,,+/-2.60E-04,Jy,2010ApJ...721.1702L,uncertainty,4.493 microns,Broad-band measurement,03 22 41.71 -37 12 28.7 (J2000),Flux in fixed aperture,Nuclear flux,From new raw data
180,4.5 microns (IRAC),1.53,+/-0.21,Jy,6.67E13,1.53,0.21,0.21,,,+/-2.10E-01,Jy,2007ApJ...655..863D,uncertainty,4.493   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
181,4.5 microns (IRAC),1.63,+/-0.16,Jy,6.67E13,1.63,0.16,0.16,,,+/-1.60E-01,Jy,2005ApJ...633..857D,uncertainty,4.493   microns,Broad-band measurement,,Flux in fixed aperture,Flux not corrected for aperture effects,From new raw data
182,4.5 microns (IRAC),540.7,+/-10  %,milliJy,6.67E13,0.541,0.0541,0.0541,,,+/-5.41E-02,Jy,2005ApJ...635L..25T,uncertainty,4.493   microns,Broad-band measurement,,Flux in fixed aperture,"40.35"" aperture",From new raw data
183,4.5 microns (ISO),776.2,+/-57.6,milliJy,6.66E13,0.776,0.0576,0.0576,,,+/-5.76E-02,Jy,2004A&A...416...41X,uncertainty,4.5   microns,Broad-band measurement,,Total flux,,From reprocessed raw data
184,W2 (WISE),6.504,+/-0.003,mag,6.52E13,0.43,0.00119,0.00119,,,+/-1.19E-03,Jy,2014ApJ...797...55N,uncertainty,4.60 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
185,W2 (WISE),5.54,,mag,6.52E13,1.05,,,,,,Jy,2016ApJ...818..182V,no uncertainty reported,4.60 microns,Broad-band measurement,03 22 41.710 -37 12 28.70 (J2000),Total flux,,From reprocessed raw data
186,W2 (WISE),5.102,+/-0.019,mag,6.52E13,1.56,0.0274,0.0274,,,+/-2.74E-02,Jy,2017ApJ...850...68C,uncertainty,4.60 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
187,5.8 microns (IRAC),34329.0,+/-2.4076E+00,microJy,5.23E13,0.0343,2.41E-6,2.41E-6,,,+/-2.41E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
188,5.8 microns (IRAC),60803.0,+/-3.6374E+00,microJy,5.23E13,0.0608,3.64E-6,3.64E-6,,,+/-3.64E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
189,5.8 microns (IRAC),1.46,+/-0.15,Jy,5.23E13,1.46,0.15,0.15,,,+/-1.50E-01,Jy,2005ApJ...633..857D,uncertainty,5.731   microns,Broad-band measurement,,Flux in fixed aperture,Flux not corrected for aperture effects,From new raw data
190,5.8 microns (IRAC),595.0,+/-10  %,milliJy,5.23E13,0.595,0.0595,0.0595,,,+/-5.95E-02,Jy,2010ApJ...715..506M,1 sigma,5.731 microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
191,5.8 microns (IRAC),6.78,+/-0.27,milliJy,5.23E13,0.00678,2.7E-4,2.7E-4,,,+/-2.70E-04,Jy,2010ApJ...721.1702L,uncertainty,5.731 microns,Broad-band measurement,03 22 41.71 -37 12 28.7 (J2000),Flux in fixed aperture,Nuclear flux,From new raw data
192,5.8 microns (IRAC),0.057,+/-0.003,log(Jy),5.23E13,1.14,0.00788,0.00788,,,+/-7.88E-03,Jy,2009ApJ...703.1569M,statistical error,5.731 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
193,5.8 microns (IRAC),1.13,+/-0.14,Jy,5.23E13,1.13,0.14,0.14,,,+/-1.40E-01,Jy,2007ApJ...655..863D,uncertainty,5.731   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
194,5.8 microns (IRAC),335.0,+/-10  %,milliJy,5.23E13,0.335,0.0335,0.0335,,,+/-3.35E-02,Jy,2005ApJ...635L..25T,uncertainty,5.731   microns,Broad-band measurement,,Flux in fixed aperture,"40.35"" aperture",From new raw data
195,6.7 microns (ISO),410.4,+/-31.1,milliJy,4.47E13,0.41,0.0311,0.0311,,,+/-3.11E-02,Jy,2004A&A...416...41X,uncertainty,6.7   microns,Broad-band measurement,,Total flux,,From reprocessed raw data
197,8.0 microns (IRAC),417.0,+/-10  %,milliJy,3.81E13,0.417,0.0417,0.0417,,,+/-4.17E-02,Jy,2010ApJ...715..506M,1 sigma,7.872 microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
198,8.0 microns (IRAC),16.6,+/-0.5,milliJy,3.81E13,0.0166,5.0E-4,5.0E-4,,,+/-5.00E-04,Jy,2010ApJ...721.1702L,uncertainty,7.872 microns,Broad-band measurement,03 22 41.71 -37 12 28.7 (J2000),Flux in fixed aperture,Nuclear flux,From new raw data
199,8.0 microns (IRAC),0.55,+/-0.07,Jy,3.81E13,0.55,0.07,0.07,,,+/-7.00E-02,Jy,2007ApJ...655..863D,uncertainty,7.872   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
200,8.0 microns (IRAC),-0.147,+/-0.001,log(Jy),3.81E13,0.713,0.00164,0.00164,,,+/-1.64E-03,Jy,2009ApJ...703.1569M,statistical error,7.872 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
201,8.0 microns (IRAC),0.75,+/-0.08,Jy,3.81E13,0.75,0.08,0.08,,,+/-8.00E-02,Jy,2005ApJ...633..857D,uncertainty,7.872   microns,Broad-band measurement,,Flux in fixed aperture,Flux not corrected for aperture effects,From new raw data
202,8.0 microns (IRAC),270.7,+/-10  %,milliJy,3.81E13,0.271,0.0271,0.0271,,,+/-2.71E-02,Jy,2005ApJ...635L..25T,uncertainty,7.872   microns,Broad-band measurement,,Flux in fixed aperture,"40.35"" aperture",From new raw data
203,7.9 microns (IRAC),0.025,+/-10  %,Jy,3.81E13,0.025,0.0025,0.0025,,,+/-2.50E-03,Jy,2007ApJ...669..959R,uncertainty,7.872 microns,Broad-band measurement,03 22 41.61 -37 12 28.7 (J2000),Flux integrated from map,,From new raw data
204,8.0 microns (IRAC),32065.0,+/-3.9888E+00,microJy,3.81E13,0.0321,3.99E-6,3.99E-6,,,+/-3.99E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
205,8.0 microns (IRAC),52063.0,+/-5.3432E+00,microJy,3.81E13,0.0521,5.34E-6,5.34E-6,,,+/-5.34E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
206,Si2 (GeminiS),13.9,+/-0.4,milliJy,3.43E13,0.0139,4.0E-4,4.0E-4,,,+/-4.00E-04,Jy,2014MNRAS.439.1648A,uncertainty,8.74   microns,Broad-band measurement,050.673750 -37.208333 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
