# %ECSV 1.0
# ---
# datatype:
# - {name: energy, unit: TeV, datatype: float64, format: 5g, description: Reconstructed Energy}
# - {name: e_ref, unit: TeV, datatype: float64, format: 5g, description: Energy center}
# - {name: e_min, unit: TeV, datatype: float64, format: 5g, description: Energy edge low}
# - {name: e_max, unit: TeV, datatype: float64, format: 5g, description: Energy edge high}
# - {name: e2dnde, unit: erg / (s cm2), datatype: float64, format: 5g, description: Energy squared times differential flux}
# - {name: excess, datatype: float64, format: 5g, description: Number of excess counts in the bin}
# - {name: background, datatype: float64, format: 5g, description: Number of background counts in the bin}
# - {name: criterion, datatype: string, description: Sensitivity-limiting criterion}
# - {name: on_radii, unit: deg, datatype: float64, format: .3e}
# meta: !!omap
# - {source: NGC 1275}
# - {offset: 0.5 deg}
# - {on_region_radius: 0.11deg}
# - {livetime: 200.0 h}
# - {site: South}
# - {'azimuth-averaged ': AverageAz}
# - {zenith-angle: 60.0 deg}
# - {obs_time: 50.0 h}
# - {irfs_label: South (60deg-50h)}
# - irfs_config: [South, AverageAz, 60deg, 50h]
# - {int_sens: 1.2613797358653494e-12 1 / (s cm2)}
# schema: astropy-2.0
energy e_ref e_min e_max e2dnde excess background criterion on_radii
0.10975028199737244 0.10975028199737244 0.10000000000000002 0.12045124398502766 inf 10.0 0.0 gamma 0.00024999999999999995
0.1321955799429109 0.1321955799429109 0.12045124398502766 0.14508502177540658 inf 10.0 1.3262096714001111e-15 gamma 0.00024999999999999995
0.15923122053445785 0.15923122053445785 0.14508502177540658 0.17475671356442543 inf 10.0 0.13076491279917876 gamma 0.6597500000000001
0.19179598594629724 0.19179598594629724 0.17475671356442543 0.21049663543570193 7.593651089352863e-11 39.1370133276247 45.96688143754447 significance 0.6597500000000001
0.2310206509856638 0.2310206509856638 0.21049663543570193 0.2535458159289315 1.3041902066269284e-11 207.9415139886393 1575.9810914430843 significance 0.41225
0.27826724797454105 0.27826724797454105 0.2535458159289315 0.3053990893583862 1.6413296313410852e-12 195.64757255435222 1391.2556796088352 significance 0.16275
0.33517636178823623 0.33517636178823623 0.3053990893583862 0.3678570022511224 7.48542348992663e-13 228.45726548626592 1909.8873528637641 significance 0.15225
0.4037240973176873 0.4037240973176873 0.3678570022511224 0.443088335297508 6.361608672836299e-13 240.67212767294984 2123.9219388178763 significance 0.14175000000000001
0.48629069748647796 0.48629069748647796 0.443088335297508 0.5337054118183987 4.765051285136904e-13 219.0426566714755 1752.677501791854 significance 0.13375
0.5857431945059303 0.5857431945059303 0.5337054118183987 0.6428548077506759 4.1565813186420155e-13 184.6225461559497 1235.390477460891 significance 0.12575000000000003
0.705534964340033 0.705534964340033 0.6428548077506759 0.774326612953247 3.8940905505711414e-13 151.7262541785716 825.3631462775595 significance 0.11875
0.8498256412968906 0.8498256412968906 0.774326612953247 0.9326860378093157 3.7632152239219263e-13 121.31770488894183 519.6748342994239 significance 0.11225000000000002
1.0236255566458432 1.0236255566458432 0.9326860378093157 1.1234319350159858 2.9425531090416596e-13 98.59691357783069 337.25279647149364 significance 0.10575000000000001
1.2329697167285818 1.2329697167285818 1.1234319350159858 1.3531877410518223 2.469014726117225e-13 83.61421402438299 238.47645509614173 significance 0.10075
1.4851273617582483 1.4851273617582483 1.3531877410518223 1.6299314675498144 2.0592791751586846e-13 70.76102377685959 167.3665270387511 significance 0.09525
1.7888543819998315 1.7888543819998315 1.6299314675498144 1.9632727287671683 1.6602928701417143e-13 56.578028433799915 103.5027202578595 significance 0.08925
2.1546973561994753 2.1546973561994753 1.9632727287671683 2.3647864246188517 1.6152941687067792e-13 43.18719877797653 57.26392812779295 significance 0.08324999999999999
2.59535976965477 2.59535976965477 2.3647864246188517 2.8484146660424647 1.2890437964035804e-13 33.88788685986949 33.18222937413588 significance 0.07775000000000001
3.126143128436118 3.126143128436118 2.8484146660424647 3.430950899100119 1.3735393264323046e-13 28.30545700403096 21.883840923482396 significance 0.07475000000000001
3.7654782869537646 3.7654782869537646 3.430950899100119 4.132623038481584 1.1275037749354224e-13 24.2385767979996 15.142345318416055 significance 0.07175000000000001
4.535565438621917 4.535565438621917 4.132623038481584 4.977795859062913 1.0444884272487715e-13 22.313549320993122 12.388417228119703 significance 0.06975
5.4631449925750735 5.4631449925750735 4.977795859062913 5.995817035276474 1.2709528486394852e-13 21.683034737946343 11.547384829183493 significance 0.06825000000000002
6.580426104262422 6.580426104262422 5.995817035276474 7.222036206056712 1.066589966500172e-13 20.128043256379716 9.601665914007969 significance 0.06675
7.9262051020995745 7.9262051020995745 7.222036206056712 8.6990324512444 1.1649586848565483e-13 17.461879248909625 6.690188749999611 significance 0.06475
9.547212646283667 9.547212646283667 8.6990324512444 10.478092802185127 1.2703474998964106e-13 15.121238416731753 4.574822928505445 significance 0.06275
11.499736398344554 11.499736398344554 10.478092802185127 12.62099312613762 1.2088339082531675e-13 13.747669414668618 3.5243294960161418 significance 0.060750000000000005
13.851575546805027 13.851575546805027 12.62099312613762 15.202143223697599 1.2277090198740048e-13 12.949532344466743 2.978442770878521 significance 0.058750000000000004
16.684395057652548 16.684395057652548 15.202143223697599 18.311170625329332 1.338990983270797e-13 12.162138598860407 2.486166764937795 significance 0.05775
20.096561398318965 20.096561398318965 18.311170625329332 22.056032806430153 1.3115260918982225e-13 11.277421762854864 1.9876019893314814 significance 0.057249999999999995
24.206558202490054 24.206558202490054 22.056032806430153 26.56676588909091 1.4163358835151034e-13 10.472442883794253 1.5838345949063335 significance 0.05675000000000001
