# %ECSV 1.0
# ---
# datatype:
# - {name: energy, unit: TeV, datatype: float64, format: 5g, description: Reconstructed Energy}
# - {name: e_ref, unit: TeV, datatype: float64, format: 5g, description: Energy center}
# - {name: e_min, unit: TeV, datatype: float64, format: 5g, description: Energy edge low}
# - {name: e_max, unit: TeV, datatype: float64, format: 5g, description: Energy edge high}
# - {name: e2dnde, unit: erg / (s cm2), datatype: float64, format: 5g, description: Energy squared times differential flux}
# - {name: excess, datatype: float64, format: 5g, description: Number of excess counts in the bin}
# - {name: background, datatype: float64, format: 5g, description: Number of background counts in the bin}
# - {name: criterion, datatype: string, description: Sensitivity-limiting criterion}
# - {name: on_radii, unit: deg, datatype: float64, format: .3e}
# meta: !!omap
# - {source: NGC 1275}
# - {offset: 0.5 deg}
# - {on_region_radius: 0.11deg}
# - {livetime: 200.0 h}
# - {site: North-MSTSubArray}
# - {'azimuth-averaged ': AverageAz}
# - {zenith-angle: 20.0 deg}
# - {obs_time: 50.0 h}
# - {irfs_label: North-MSTSubArray (20deg-50h)}
# - irfs_config: [North-MSTSubArray, AverageAz, 20deg, 50h]
# - {int_sens: 3.273692443526347e-12 1 / (s cm2)}
# schema: astropy-2.0
energy e_ref e_min e_max e2dnde excess background criterion on_radii
0.10975028199737244 0.10975028199737244 0.10000000000000002 0.12045124398502766 2.685991853054527e-12 1311.7322572668772 13117.32257266877 bkg 0.16875
0.1321955799429109 0.1321955799429109 0.12045124398502766 0.14508502177540658 1.5922533275499625e-12 810.9414345141047 8109.414345141046 bkg 0.15475
0.15923122053445785 0.15923122053445785 0.14508502177540658 0.17475671356442543 9.675595948462378e-13 490.50542342771627 4905.054234277162 bkg 0.14025000000000004
0.19179598594629724 0.19179598594629724 0.17475671356442543 0.21049663543570193 6.819934928644932e-13 300.71668923453876 3007.1668923453876 bkg 0.12775
0.2310206509856638 0.2310206509856638 0.21049663543570193 0.2535458159289315 5.237692998461751e-13 223.3872708915762 1824.386923493028 significance 0.11575
0.27826724797454105 0.27826724797454105 0.2535458159289315 0.3053990893583862 4.1470347216233275e-13 172.8799031157737 1079.5647148654898 significance 0.10525000000000001
0.33517636178823623 0.33517636178823623 0.3053990893583862 0.3678570022511224 3.374186634704842e-13 133.24335120814598 631.1633053153669 significance 0.09675
0.4037240973176873 0.4037240973176873 0.3678570022511224 0.443088335297508 3.391265156972012e-13 103.04278241835256 369.853171150125 significance 0.08825
0.48629069748647796 0.48629069748647796 0.443088335297508 0.5337054118183987 2.5633834121082785e-13 83.3288126452804 236.76086669187717 significance 0.08274999999999999
0.5857431945059303 0.5857431945059303 0.5337054118183987 0.6428548077506759 2.322631795153656e-13 67.62243324569289 151.9139197245174 significance 0.07725000000000001
0.705534964340033 0.705534964340033 0.6428548077506759 0.774326612953247 2.0384279938352428e-13 54.590862631919244 95.7783606337701 significance 0.07275000000000001
0.8498256412968906 0.8498256412968906 0.774326612953247 0.9326860378093157 1.781037427943849e-13 43.96442582594169 59.574573291037126 significance 0.06925
1.0236255566458432 1.0236255566458432 0.9326860378093157 1.1234319350159858 1.553658630740594e-13 35.50046740553725 36.886824583982 significance 0.06525
1.2329697167285818 1.2329697167285818 1.1234319350159858 1.3531877410518223 1.468825985146508e-13 29.682664124307873 24.451238117796247 significance 0.06275
1.4851273617582483 1.4851273617582483 1.3531877410518223 1.6299314675498144 1.301560243281513e-13 24.838381947067127 16.057773670336207 significance 0.05975
1.7888543819998315 1.7888543819998315 1.6299314675498144 1.9632727287671683 1.3519781814936994e-13 21.00062933907162 10.671011272482456 significance 0.057249999999999995
2.1546973561994753 2.1546973561994753 1.9632727287671683 2.3647864246188517 1.1389121248032185e-13 17.82956851944656 7.059878870464698 significance 0.05475000000000001
2.59535976965477 2.59535976965477 2.3647864246188517 2.8484146660424647 1.138210048535367e-13 15.029533442880322 4.500300278427435 significance 0.052250000000000005
3.126143128436118 3.126143128436118 2.8484146660424647 3.430950899100119 1.2228281675161353e-13 12.701527802844112 2.8184431819495974 significance 0.05075000000000001
3.7654782869537646 3.7654782869537646 3.430950899100119 4.132623038481584 1.0932202355559002e-13 10.794884479024264 1.7398853114528228 significance 0.04875
4.535565438621917 4.535565438621917 4.132623038481584 4.977795859062913 1.099305746861211e-13 10.0 1.2507828234153 gamma 0.04725
5.4631449925750735 5.4631449925750735 4.977795859062913 5.995817035276474 1.2506817297190775e-13 10.0 1.0063166224635038 gamma 0.04575
6.580426104262422 6.580426104262422 5.995817035276474 7.222036206056712 1.447756381071047e-13 10.0 0.8145520714988506 gamma 0.04475
7.9262051020995745 7.9262051020995745 7.222036206056712 8.6990324512444 1.6513786207399526e-13 10.0 0.616175972109588 gamma 0.042749999999999996
9.547212646283667 9.547212646283667 8.6990324512444 10.478092802185127 1.9415976071605585e-13 10.0 0.47308412464105176 gamma 0.04125000000000001
11.499736398344554 11.499736398344554 10.478092802185127 12.62099312613762 2.5170531097374304e-13 10.0 0.3539963389085701 gamma 0.03925000000000001
13.851575546805027 13.851575546805027 12.62099312613762 15.202143223697599 2.8173136516909457e-13 10.0 0.2639753420699758 gamma 0.037250000000000005
16.684395057652548 16.684395057652548 15.202143223697599 18.311170625329332 3.880788782216677e-13 10.0 0.2133038852453118 gamma 0.035750000000000004
20.096561398318965 20.096561398318965 18.311170625329332 22.056032806430153 4.0473005361922857e-13 10.0 0.18556990318401578 gamma 0.03425
24.206558202490054 24.206558202490054 22.056032806430153 26.56676588909091 4.730126309770509e-13 10.0 0.16776420016546806 gamma 0.03275
